fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.3,0.6,0.1,1.7,0.095,7.0,29.0,0.996,3.32,0.49,9.7,5
7.8,0.91,0.1,4.8,0.09699999999999999,20.0,47.0,0.9989,3.21,0.57,9.2,5
7.4,0.6,0.0,1.9,0.05,11.0,38.0,0.9968,3.45,0.46,9.4,5
7.7,0.43,0.21,1.9,0.076,9.0,33.0,0.9961,3.37,0.76,9.2,6
7.8,0.53,0.35,6.1,0.08,27.0,105.0,0.99708,3.3,0.44,10.5,5
7.1,0.4,0.36,1.8,0.075,10.0,29.0,0.9946200000000001,3.34,0.86,11.7,7
7.4,0.765,0.04,2.2,0.07400000000000001,12.0,28.0,0.9964200000000001,3.34,0.73,10.2,6
7.0,0.45,0.1,3.4,0.055999999999999994,30.0,105.0,0.9929,3.23,0.49,12.2,6
5.8,0.68,0.13,1.7,0.07400000000000001,6.0,28.0,0.99346,3.66,0.62,12.9,7
7.9,0.63,0.01,1.8,0.098,10.0,39.0,0.9957799999999999,3.3,0.58,9.8,6
9.6,0.33,0.31,2.0,0.043,16.0,48.0,0.9957600000000001,3.32,0.74,11.6,7
9.2,0.54,0.47,1.4,0.07200000000000001,9.0,46.0,0.9945700000000001,3.12,0.5,10.7,6
7.2,0.42,0.24,2.0,0.083,7.0,18.0,0.9963,3.33,0.64,9.5,5
7.4,0.59,0.21,2.3,0.08,32.0,45.0,0.9978,3.37,0.62,9.2,5
7.1,0.42,0.24,2.2,0.078,19.0,68.0,0.99603,3.53,0.53,9.5,5
6.8,0.42,0.06,1.6,0.086,8.0,15.0,0.9956,3.44,0.53,10.8,5
7.5,0.52,0.03,1.7,0.07400000000000001,10.0,36.0,0.9978899999999999,3.41,0.6,9.7,6
7.3,0.47,0.29,2.7,0.09,7.0,35.0,0.998,3.39,0.64,9.4,6
5.3,0.42,0.05,1.8,0.08800000000000001,3.0,22.0,0.99341,3.65,0.78,11.2,7
7.0,0.685,0.0,2.5,0.083,15.0,82.0,0.9974,3.52,0.54,10.7,5
8.0,0.625,0.18,2.8,0.07400000000000001,12.0,82.0,0.9974,3.35,0.56,9.4,5
6.8,0.89,0.0,2.6,0.05,5.0,14.0,0.9952,3.55,0.53,10.7,6
9.0,0.27,0.3,3.5,0.09,5.0,13.0,0.99498,3.26,0.52,12.8,7
10.9,0.48,0.58,4.5,0.076,27.0,49.0,0.9994,3.04,0.68,9.2,5
4.7,0.32,0.0,1.8,0.044000000000000004,16.0,42.0,0.9915,3.72,0.74,14,7
10.9,0.29,0.58,1.9,0.076,6.0,26.0,0.997,3.26,0.85,*,6
9.4,0.46,0.15,2.0,0.07400000000000001,3.0,29.0,0.99972,3.14,0.72,10.2,5
7.2,0.34,0.21,2.5,0.076,30.0,89.0,0.9956799999999999,3.4,0.44,10.1,5
6.8,0.67,0.0,3.8,0.10800000000000001,1.0,22.0,0.9955,3.36,0.58,10.3,5
9.6,0.38,0.31,2.5,0.083,6.0,13.0,0.9967600000000001,3.22,0.75,10.4,7
6.8,0.65,0.0,1.8,0.081,11.0,31.0,0.9942,3.49,0.6,10.8,5
7.5,0.65,0.17,3.3,0.09699999999999999,5.0,21.0,0.9984,3.27,0.53,9.2,5
7.3,0.25,0.34,1.9,0.092,46.0,109.0,0.9962,3.23,0.58,9.5,5
9.1,0.48,0.22,1.9,0.084,18.0,38.0,0.9973,3.28,0.82,10,6
8.7,0.24,0.32,2.5,0.06,9.0,33.0,0.99529,3.17,0.59,11.6,7
7.4,0.42,0.11,1.8,0.064,25.0,35.0,0.9935200000000001,3.3,0.58,11,5
7.9,1.04,0.36,2.9,0.087,15.0,81.0,0.9959,3.23,0.64,11.2,6
7.2,0.58,0.33,2.4,0.076,20.0,85.0,0.99516,3.4,0.63,10.8,6
7.6,0.91,0.07,2.5,0.083,5.0,21.0,0.9977,3.66,0.72,9.9,5
9.2,0.66,0.03,2.1,0.091,11.0,25.0,0.99571,3.16,0.7,10.9,6
6.2,0.36,0.24,2.4,0.095,25.0,42.0,0.9956,3.57,0.52,10.6,5
6.3,0.67,0.01,1.8,0.08,21.0,47.0,0.9958799999999999,3.55,0.56,10.8,5
11.8,0.615,0.59,5.2,0.085,7.0,12.0,10.021,3.32,0.73,10,7
6.0,0.49,0.16,2.1,0.076,13.0,37.0,0.9973,3.44,0.74,9.2,5
7.2,0.49,0.3,1.8,0.073,23.0,53.0,0.9963,3.37,0.58,9.3,6
7.7,0.695,0.32,2.0,0.065,9.0,12.0,0.99585,3.36,0.61,10.8,5
9.3,0.65,0.17,3.0,0.083,27.0,98.0,10.006,3.28,0.71,9.5,5
5.6,0.84,0.03,1.8,0.044000000000000004,8.0,23.0,0.9972,3.66,0.94,9.6,6
6.8,0.59,0.12,1.8,0.081,12.0,25.0,0.9948,3.34,0.53,10.4,5
9.1,0.46,0.49,1.7,0.077,22.0,55.0,0.9977,3.38,0.7,9.6,5
8.6,0.62,0.36,2.0,0.09300000000000001,6.0,59.0,0.9977600000000001,3.27,0.74,9.8,5
9.3,0.6,0.34,3.7,0.098,13.0,52.0,10.001,3.24,0.7,10.2,5
10.4,0.21,0.55,1.9,0.054000000000000006,6.0,16.0,0.9974,3.17,0.73,11.5,6
8.3,0.34,0.4,2.6,0.059000000000000004,18.0,42.0,0.9948600000000001,3.34,0.86,12.8,7
7.2,0.24,0.64,2.3,0.077,7.0,23.0,0.9947600000000001,3.66,0.79,11.8,7
7.5,0.81,0.02,1.8,0.16699999999999998,4.0,11.0,0.9953200000000001,3.38,0.56,10.9,5
6.9,0.695,0.0,2.2,0.077,18.0,28.0,0.99629,3.39,0.6,10.2,6
9.2,0.43,0.49,1.8,0.07200000000000001,31.0,56.0,0.9969,3.14,0.65,9.4,5
7.8,0.58,0.09,2.0,0.084,10.0,19.0,0.99587,3.3,0.62,9.8,6
8.7,0.25,0.58,1.7,0.365,18.0,35.0,0.9968,3.31,0.9,9.9,6
6.0,0.5,0.17,2.4,0.063,10.0,102.0,0.9976,3.26,0.61,9.8,5
6.9,0.24,0.25,1.7,0.076,7.0,38.0,0.99464,3.32,0.54,11.4,7
7.3,0.43,0.3,1.9,0.06,9.0,22.0,0.9958,3.3,0.61,11.2,7
8.6,0.41,0.57,3.3,0.08,28.0,79.0,0.9977,3.3,0.84,9.6,6
8.7,0.34,0.22,2.4,0.07,29.0,106.0,0.9958,3.2,0.58,9.8,5
10.6,0.35,0.58,2.5,0.11199999999999999,30.0,88.0,0.9971,3.1,0.72,*,5
9.7,0.62,0.02,3.6,0.062,38.0,43.0,0.99985,3.27,0.53,9.3,5
6.2,0.715,0.04,1.6,0.067,4.0,14.0,0.9932,3.52,0.57,11,4
7.5,0.43,0.1,1.7,0.09699999999999999,17.0,34.0,0.99682,3.29,0.5,9.4,5
10.2,0.24,0.42,2.6,0.075,7.0,18.0,0.99945,3.24,0.75,10.4,5
8.2,0.32,0.32,2.2,0.06,38.0,42.0,0.9958799999999999,3.23,0.85,12.5,7
8.1,0.43,0.4,2.7,0.084,6.0,14.0,0.99823,3.43,0.7,10.5,6
7.2,0.7,0.03,2.2,0.084,16.0,38.0,0.9966,3.43,0.59,11.1,6
8.0,0.64,0.1,2.5,0.08199999999999999,25.0,111.0,0.9983799999999999,3.28,0.59,9.5,5
7.6,0.43,0.23,2.0,0.092,23.0,89.0,0.9964,3.27,0.71,9.8,6
10.7,0.58,0.26,11.5,0.071,16.0,53.0,10.026,3.16,0.66,9.2,6
7.4,0.59,0.18,2.9,0.081,13.0,45.0,0.9978,3.39,0.56,9,5
7.5,0.985,0.16,1.6,0.08,20.0,55.0,0.99692,3.33,0.44,9.2,5
8.5,0.43,0.32,2.0,0.102,18.0,154.0,0.9962,3.1,0.69,9.8,5
7.8,0.72,0.08,1.9,0.17800000000000002,6.0,11.0,0.9952200000000001,3.15,0.63,11.2,6
10.7,0.42,0.31,1.8,0.061,22.0,34.0,0.9979,3.2,0.66,9.8,5
8.1,0.39,0.41,2.2,0.08,9.0,23.0,0.99546,3.17,0.5,11,6
7.8,0.52,0.3,2.5,0.071,12.0,35.0,0.9978,3.48,0.57,9.6,5
9.2,0.735,0.18,2.4,0.08199999999999999,19.0,58.0,0.99771,3.23,0.57,10,5
7.2,0.69,0.22,1.8,0.109,15.0,54.0,0.9961899999999999,3.22,0.68,9.5,5
5.9,0.49,0.01,2.3,0.054000000000000006,18.0,37.0,0.9932,3.61,0.69,13.6,7
10.0,0.26,0.47,1.6,0.069,13.0,26.0,0.99634,3.22,0.64,10.6,5
8.0,0.56,0.26,1.6,0.078,18.0,49.0,0.9946,3.26,0.56,12.6,5
7.5,0.59,0.02,1.7,0.08900000000000001,13.0,29.0,0.99508,3.36,0.56,10.4,6
12.8,0.46,0.66,2.2,0.09300000000000001,10.0,41.0,0.9987,3.11,0.73,11,6
10.0,0.28,0.53,1.8,0.071,6.0,16.0,0.9962799999999999,3.02,0.69,10.8,6
15.6,0.615,0.66,6.4,0.076,7.0,61.0,0.9994,3.66,0.69,*,4
7.1,0.58,0.08,2.3,0.084,16.0,32.0,0.9968,3.32,0.61,10.7,6
6.4,0.63,0.03,2.2,0.077,24.0,33.0,0.9954799999999999,3.65,0.64,10.4,6
7.5,0.53,0.0,4.0,0.09699999999999999,27.0,67.0,0.9975,3.35,0.68,9.4,6
12.4,0.45,0.49,2.6,0.08900000000000001,21.0,68.0,0.9993,3.0,0.72,10.4,6
8.4,0.64,0.22,2.3,0.086,11.0,147.0,0.998,3.27,0.51,9.4,5
6.2,0.6,0.02,1.8,0.057,5.0,14.0,0.9936200000000001,3.35,0.78,10.5,5
6.3,0.21,0.39,1.4,0.076,17.0,25.0,0.99364,3.49,0.64,12.5,6
7.5,0.18,0.47,0.9,0.052000000000000005,20.0,39.0,0.9979,3.34,0.56,9.4,6
9.7,0.55,0.3,1.0,0.064,12.0,20.0,0.9991,3.35,0.84,9.4,6
10.6,1.02,0.43,2.1,0.08,21.0,84.0,0.9982,3.05,0.48,9.9,5
11.1,0.48,0.47,1.6,0.057999999999999996,6.0,14.0,0.9978,3.35,0.6,10.4,6
13.5,0.46,0.68,3.0,0.07,10.0,47.0,10.014,3.05,0.8,9.4,6
8.8,0.69,0.19,2.9,0.061,30.0,72.0,0.9958600000000001,3.14,0.51,11,4
6.8,0.46,0.38,1.4,0.07400000000000001,25.0,52.0,0.9945799999999999,3.44,0.6,11.3,6
8.8,0.33,0.38,2.5,0.083,17.0,38.0,0.9966,3.39,0.62,11.1,6
8.8,0.68,0.7,2.8,0.09300000000000001,27.0,105.0,0.9982,3.3,0.74,9.3,5
6.9,0.54,0.13,3.0,0.077,7.0,23.0,0.9946799999999999,3.28,0.47,11.6,6
6.2,0.64,0.02,2.1,0.064,9.0,13.0,0.9945799999999999,3.4,0.88,10.8,7
8.1,0.6,0.23,2.3,0.096,21.0,81.0,0.9973,3.26,0.46,9.4,5
6.7,0.42,0.27,8.8,0.07400000000000001,26.0,141.0,0.99784,3.26,0.57,9.2,5
8.6,0.53,0.09,2.2,0.094,9.0,33.0,0.9979,3.35,0.44,9.6,5
11.1,0.38,0.52,1.8,0.085,6.0,11.0,0.99834,3.14,0.76,10.5,6
5.9,0.47,0.5,1.6,0.44299999999999995,25.0,62.0,0.9900700000000001,3.08,1.11,9.4,5
7.7,0.67,0.02,2.0,0.08199999999999999,19.0,56.0,0.9959399999999999,3.3,0.65,10.4,6
7.0,0.33,0.33,1.7,0.062,7.0,26.0,0.9969,3.48,0.65,9.5,7
7.3,0.63,0.21,2.4,0.07,16.0,103.0,0.9956,3.3,0.47,9.4,5
11.5,0.4,0.44,4.1,0.084,6.0,24.0,0.9979,3.02,0.93,10.5,6
7.0,0.34,0.43,2.0,0.078,24.0,62.0,0.9965,3.43,0.78,9.5,6
12.2,0.615,0.66,5.8,0.086,5.0,12.0,10.022,3.17,0.73,10,7
9.0,0.38,0.3,1.5,0.059000000000000004,9.0,11.0,0.9959,3.11,0.82,10.8,7
8.8,0.44,0.4,2.1,0.083,45.0,58.0,0.9962,3.34,0.93,10.4,6
10.4,0.43,0.47,2.5,0.09,26.0,65.0,0.9977,3.16,0.58,9.3,6
8.8,0.3,0.22,2.0,0.11,9.0,28.0,0.99613,3.16,0.58,9.8,5
7.9,0.54,0.35,1.7,0.087,12.0,25.0,0.9968,3.24,0.59,10,5
7.3,0.36,0.63,1.4,0.462,6.0,20.0,0.9974,3.03,1.05,9.3,5
10.6,0.41,0.39,3.2,0.07200000000000001,6.0,12.0,0.9976,3.22,0.46,10,4
12.8,0.39,0.62,2.4,0.09300000000000001,28.0,77.0,0.9983,3.01,0.72,9.5,6
8.9,0.83,0.14,2.5,0.096,17.0,63.0,0.9993,3.52,0.56,9.7,5
8.1,0.82,0.08,2.7,0.10300000000000001,20.0,111.0,0.9962799999999999,3.1,0.43,10.9,5
8.0,0.28,0.37,2.4,0.07400000000000001,9.0,23.0,0.99572,3.26,0.72,12.5,7
10.7,0.44,0.39,5.5,0.084,29.0,77.0,10.021,3.32,0.68,10.7,6
8.6,0.635,0.1,1.4,0.086,27.0,69.0,0.9963299999999999,3.29,0.75,9.4,6
7.5,0.61,0.21,1.9,0.073,24.0,91.0,0.99618,3.4,0.53,9.5,5
7.6,0.49,0.1,1.7,0.083,25.0,34.0,0.99536,3.49,0.59,10.4,6
7.0,0.92,0.01,2.0,0.08,7.0,11.0,0.9953200000000001,3.4,0.74,10.9,4
7.0,0.4,0.3,2.6,0.079,18.0,78.0,0.9963,3.34,0.7,10.2,5
8.8,0.545,0.07,1.9,0.073,14.0,56.0,0.9967,3.3,0.44,10,6
6.6,0.42,0.08,1.6,0.073,28.0,51.0,0.99516,3.41,0.56,11.1,5
7.0,0.48,0.16,0.9,0.078,37.0,74.0,0.9958600000000001,3.24,0.58,12.1,7
6.8,0.59,0.15,2.0,0.08,17.0,30.0,0.99559,3.34,0.64,10.2,6
8.1,0.54,0.0,1.8,0.081,40.0,64.0,0.996,3.4,0.7,10.7,6
9.2,0.655,0.22,2.2,0.084,5.0,28.0,0.9961,3.17,0.47,9.7,5
5.6,0.52,0.04,1.5,0.044000000000000004,16.0,45.0,0.99344,3.41,0.64,12.9,5
7.3,0.645,0.0,1.8,0.083,4.0,11.0,0.9962,3.38,0.57,9.5,5
8.6,0.48,0.42,1.8,0.084,9.0,22.0,0.997,3.28,1.16,10,5
13.3,0.41,0.54,2.2,0.073,28.0,43.0,0.9986,3.03,0.66,10.5,6
6.7,0.42,0.04,1.6,0.084,15.0,38.0,0.9950700000000001,3.66,0.48,10.5,6
8.9,0.39,0.32,2.0,0.08199999999999999,16.0,102.0,0.9956,3.3,0.79,11.1,5
10.0,0.49,0.24,1.8,0.061,24.0,46.0,0.99534,3.25,0.56,10.3,5
8.2,0.24,0.52,2.0,0.083,12.0,51.0,0.9955799999999999,3.39,0.61,11.3,7
7.4,0.49,0.37,2.2,0.084,12.0,21.0,0.9959,3.49,0.6,12,6
10.8,0.31,0.58,1.8,0.147,16.0,60.0,0.9983,3.09,1.05,9.3,5
5.6,0.67,0.0,4.3,0.045,17.0,61.0,0.9929,3.4,0.71,14,6
9.1,0.23,0.38,2.7,0.062,3.0,10.0,0.9968,3.29,0.7,11.9,7
8.4,0.61,0.24,2.8,0.08,33.0,92.0,0.997,3.16,0.46,9.1,5
7.6,0.53,0.0,2.0,0.078,9.0,27.0,0.9953,3.38,0.46,10.4,5
6.0,0.33,0.34,2.0,0.064,13.0,34.0,0.9935200000000001,3.44,0.74,12.4,7
8.7,0.39,0.12,2.0,0.063,15.0,31.0,0.99518,3.26,0.82,12.1,7
11.1,0.33,0.63,2.5,0.075,6.0,29.0,0.9988,3.16,0.68,10.2,6
6.8,0.58,0.0,1.6,0.09,16.0,27.0,0.9949,3.24,0.6,10,6
10.2,0.35,0.54,2.0,0.08800000000000001,11.0,43.0,0.9976,3.03,0.61,10,8
7.2,0.68,0.2,1.9,0.069,4.0,20.0,0.9966,3.27,0.56,10.3,5
9.1,0.53,0.02,2.0,0.062,13.0,27.0,0.9986,3.36,0.7,9.4,6
7.3,0.28,0.46,5.1,0.062,6.0,11.0,0.9938,3.29,0.54,11.9,7
7.8,0.49,0.17,2.8,0.062,20.0,33.0,0.9972,3.44,0.68,10.2,5
10.2,0.21,0.44,2.5,0.062,11.0,33.0,0.9972,3.3,0.77,11.8,7
8.2,0.56,0.22,2.0,0.08,26.0,103.0,0.9964299999999999,3.33,0.53,9.9,5
6.8,0.38,0.32,2.4,0.061,22.0,49.0,0.9943,3.5,0.76,12.8,6
9.9,0.42,0.42,2.3,0.081,31.0,75.0,0.99724,3.3,0.7,10.4,6
7.4,0.55,0.31,1.8,0.07,12.0,37.0,0.9956,3.52,0.61,10.5,5
5.9,0.74,0.04,2.3,0.054000000000000006,15.0,43.0,0.9938799999999999,3.57,0.64,12.5,6
6.8,0.98,0.0,2.2,0.13699999999999998,5.0,14.0,0.99408,3.43,0.56,10.9,6
7.4,0.47,0.45,2.6,0.07,26.0,65.0,0.9972,3.38,0.68,9.2,5
10.2,0.64,0.47,1.9,0.195,14.0,37.0,0.99674,3.16,0.67,11.8,6
8.4,0.31,0.33,3.6,0.066,21.0,37.0,0.9976,3.32,0.76,11.2,7
7.4,0.68,0.1,1.9,0.079,25.0,63.0,0.99603,3.37,0.58,10.3,5
7.8,0.57,0.17,1.8,0.083,14.0,31.0,0.99615,3.39,0.59,9.8,5
7.5,0.71,0.27,1.7,0.262,15.0,98.0,0.996,3.11,0.6,9.5,5
8.9,0.54,0.28,3.0,0.083,23.0,91.0,0.99665,3.39,0.68,10.5,6
7.0,0.66,0.0,2.1,0.075,15.0,28.0,0.9938799999999999,3.31,0.66,11.3,6
8.0,0.83,0.07,2.3,0.098,13.0,38.0,0.9976,3.29,0.54,9.2,5
7.5,0.6,0.27,2.3,0.071,18.0,49.0,0.9962,3.31,0.83,9.5,6
7.9,0.28,0.43,2.5,0.084,28.0,62.0,0.9959,3.3,0.81,11.1,6
7.2,0.29,0.33,1.8,0.059000000000000004,4.0,8.0,0.9962,3.33,0.47,9.2,5
6.0,1.04,0.0,2.1,0.124,11.0,54.0,0.9945799999999999,3.47,0.55,11.8,4
7.3,0.555,0.05,2.7,0.087,13.0,45.0,0.9963,3.34,0.94,9.4,5
10.8,0.43,0.65,4.0,0.07400000000000001,20.0,47.0,10.021,3.3,0.68,12.7,6
7.2,0.715,0.15,2.1,0.081,14.0,54.0,0.9962799999999999,3.49,0.67,10.3,5
8.6,0.52,0.26,2.0,0.08199999999999999,33.0,109.0,0.9960700000000001,3.16,0.44,9.2,5
6.2,0.48,0.22,1.9,0.071,14.0,38.0,0.9943,3.59,0.56,10.6,6
8.5,0.295,0.36,1.8,0.063,21.0,55.0,0.9947,3.3,0.8,10.1,6
11.9,0.35,0.48,2.6,0.066,6.0,11.0,0.9988,3.11,0.77,10.8,6
9.5,0.77,0.22,1.9,0.084,24.0,44.0,0.9972200000000001,3.2,0.58,9.9,5
12.3,0.4,0.53,2.0,0.091,5.0,19.0,10.004,3.16,0.49,9.5,5
7.1,0.96,0.22,2.4,0.098,10.0,98.0,0.99716,3.45,0.62,9.5,5
5.4,0.54,0.06,2.1,0.057999999999999996,6.0,18.0,0.9925799999999999,3.56,0.66,12.9,7
10.5,0.34,0.49,5.2,0.077,21.0,47.0,0.9993,3.18,0.82,9.6,6
6.6,0.5,0.0,1.8,0.075,35.0,41.0,0.9962200000000001,3.32,0.46,10,5
10.0,0.41,0.44,2.2,0.071,6.0,14.0,0.9966,3.16,0.63,9.5,6
6.2,0.36,0.28,1.8,0.066,10.0,58.0,0.9947,3.43,0.77,11,6
8.2,0.63,0.24,1.6,0.07,6.0,17.0,0.9956200000000001,3.37,0.57,9.7,5
6.6,0.715,0.04,2.9,0.162,37.0,156.0,0.99761,3.47,0.63,9.3,5
7.1,0.49,0.31,2.3,0.084,26.0,45.0,0.99593,3.44,0.58,11,6
8.3,0.21,0.39,2.8,0.08900000000000001,16.0,36.0,0.9968799999999999,3.47,0.65,12.5,7
9.7,0.26,0.41,2.7,0.084,11.0,22.0,0.9993,3.4,0.82,9.4,6
7.2,0.53,0.34,2.1,0.079,16.0,96.0,0.99664,3.32,0.64,9.5,6
9.2,0.24,0.47,1.4,0.047,3.0,10.0,0.99656,3.36,0.7,10.5,6
6.6,0.6,0.01,1.5,0.075,12.0,33.0,0.99582,3.34,0.48,10.5,5
7.0,0.68,0.07,5.1,0.08800000000000001,15.0,47.0,0.9973,3.42,0.54,9.6,4
10.2,0.44,0.24,2.5,0.08,5.0,35.0,0.9992,3.13,0.59,10.8,6
9.6,0.27,0.42,2.4,0.07200000000000001,11.0,21.0,0.9972,3.41,0.86,12.3,7
10.1,0.43,0.33,2.2,0.066,22.0,53.0,0.9961,3.1,0.67,11.3,7
7.3,0.54,0.08,2.1,0.077,3.0,25.0,0.9971,3.36,0.61,9.5,5
8.7,0.62,0.1,2.2,0.054000000000000006,12.0,113.0,0.9968,3.13,0.56,9.5,5
8.3,0.33,0.36,1.4,0.055999999999999994,14.0,28.0,0.9946799999999999,3.16,0.65,*,7
6.9,0.44,0.45,2.0,0.075,10.0,27.0,0.99584,3.31,0.77,11.4,6
7.5,0.59,0.2,2.0,0.08800000000000001,4.0,48.0,0.9984,3.51,0.64,9.4,6
9.0,0.36,0.34,2.5,0.095,21.0,109.0,0.9969,3.13,0.83,10.5,5
6.0,0.42,0.2,3.0,0.081,4.0,26.0,0.9984,3.63,0.69,10.6,6
9.9,0.715,0.25,3.8,0.10300000000000001,33.0,59.0,0.9967,3.15,0.77,11.6,6
6.4,0.36,0.24,1.6,0.08800000000000001,13.0,40.0,0.9958600000000001,3.53,0.54,11.1,6
6.7,0.67,0.18,2.9,0.09699999999999999,10.0,37.0,0.99736,3.52,0.53,10.6,5
11.5,0.39,0.45,2.1,0.08800000000000001,6.0,26.0,0.9986,3.08,0.8,11.4,6
6.3,0.48,0.24,2.0,0.061,25.0,67.0,0.9942799999999999,3.65,0.44,11.2,6
12.3,0.3,0.49,2.7,0.084,6.0,22.0,10.001,3.16,0.57,9.4,5
6.8,0.56,0.18,1.7,0.079,15.0,36.0,0.9959,3.49,0.67,11.4,6
7.2,0.31,0.31,2.6,0.07200000000000001,11.0,47.0,0.99535,3.32,0.88,11.7,7
6.3,0.775,0.08,2.1,0.07400000000000001,12.0,24.0,0.9966,3.52,0.54,9.6,4
6.9,0.52,0.04,2.7,0.078,13.0,32.0,0.9984,3.52,0.68,10.6,6
7.9,0.62,0.14,1.8,0.087,9.0,25.0,0.9981,3.38,0.49,9.5,5
10.7,0.94,0.34,4.8,0.102,20.0,57.0,100.287,3.22,0.68,9.8,5
9.1,0.57,0.1,1.6,0.08199999999999999,15.0,31.0,0.99765,3.35,0.62,9.3,5
8.2,0.26,0.34,2.5,0.07400000000000001,25.0,68.0,0.9967600000000001,3.27,0.53,9.7,6
8.9,0.19,0.31,5.8,0.047,13.0,52.0,0.9978,3.28,0.77,10.9,5
7.9,0.735,0.08,2.6,0.091,26.0,88.0,0.9978,3.48,0.57,10.6,6
6.0,0.52,0.01,1.6,0.076,4.0,17.0,0.9964,3.52,0.52,10.7,5
8.1,0.74,0.07,2.4,0.064,15.0,36.0,0.99498,3.24,0.46,10.7,6
7.4,0.715,0.0,2.1,0.07200000000000001,13.0,31.0,0.9968,3.43,0.89,10.7,6
5.6,0.52,0.29,2.1,0.046,34.0,59.0,0.9905,3.72,0.93,13.6,7
7.1,0.75,0.02,2.2,0.092,5.0,14.0,0.996,3.22,0.48,9.6,5
10.0,0.29,0.46,2.9,0.092,14.0,27.0,0.99664,3.22,0.64,12,6
9.2,0.43,0.49,3.9,0.09,6.0,13.0,0.9986799999999999,3.38,0.69,9.6,5
10.3,0.32,0.52,1.8,0.132,17.0,42.0,0.99634,3.28,0.77,9.4,5
7.3,0.35,0.68,2.1,0.115,20.0,42.0,0.99474,3.36,0.72,12.8,7
6.9,0.46,0.24,2.7,0.1,20.0,44.0,0.9968,3.2,0.63,9.4,5
12.7,0.49,0.65,2.0,0.07200000000000001,12.0,13.0,1.0,3.07,0.8,9.3,6
5.6,0.59,0.0,4.1,0.040999999999999995,27.0,63.0,0.9900700000000001,3.45,0.93,14,6
8.2,0.545,0.14,2.1,0.073,5.0,20.0,0.9978799999999999,3.23,0.55,9.5,6
11.6,0.38,0.55,4.0,0.071,5.0,18.0,0.9988,3.2,0.66,11.4,6
9.8,0.45,0.33,2.6,0.09699999999999999,26.0,65.0,0.99792,3.17,0.58,9.4,5
10.0,0.45,0.24,2.2,0.105,12.0,37.0,1.001,3.25,0.67,10.2,5
6.8,0.43,0.19,1.7,0.079,19.0,66.0,0.9968,3.54,0.6,9.3,5
8.0,0.48,0.37,2.1,0.08,21.0,105.0,0.99844,3.27,0.74,9.9,5
7.4,0.33,0.23,1.8,0.076,14.0,28.0,0.9968,3.37,0.87,9.4,6
7.8,0.93,0.0,2.6,0.092,31.0,159.0,0.995,3.21,0.56,9.8,5
9.9,0.62,0.26,2.5,0.096,5.0,20.0,0.9988,3.29,0.76,9.6,5
9.9,0.35,0.47,1.6,0.057999999999999996,3.0,8.0,0.9962,3.15,0.68,12.3,6
6.6,0.43,0.34,2.1,0.114,28.0,125.0,0.9971,3.32,0.61,10.2,5
9.4,0.46,0.33,2.25,0.091,40.0,70.0,0.997,3.31,0.59,11.8,7
8.3,0.675,0.15,2.6,0.08800000000000001,20.0,83.0,0.99913,3.39,0.54,9.4,5
6.0,0.65,0.0,4.0,0.055,8.0,20.0,0.9940899999999999,3.48,0.53,11.3,5
11.3,0.32,0.56,3.5,0.08800000000000001,16.0,44.0,0.9988,3.11,0.81,11,6
7.0,0.745,0.01,1.9,0.07400000000000001,10.0,18.0,0.9957799999999999,3.36,0.64,11.8,6
12.4,0.34,0.66,3.0,0.091,6.0,35.0,0.9996,3.15,0.82,11.4,6
8.8,0.685,0.27,3.0,0.08800000000000001,18.0,28.0,0.9981,3.23,0.7,10,6
7.4,0.715,0.24,2.6,0.069,24.0,61.0,0.9935799999999999,3.38,0.63,12.1,6
8.1,0.37,0.32,2.5,0.08,35.0,88.0,0.99584,3.3,0.85,12.5,7
7.7,0.31,0.36,1.9,0.063,15.0,37.0,0.9948,3.36,0.5,11.4,7
7.2,0.6,0.08,1.6,0.106,6.0,24.0,0.9961,3.4,0.58,9.6,5
6.2,0.745,0.12,2.2,0.073,15.0,36.0,0.9963,3.54,0.5,10.2,5
5.6,0.61,0.03,2.1,0.045,16.0,85.0,0.9934,3.54,0.86,12.3,7
7.3,0.43,0.17,1.7,0.078,12.0,49.0,0.9968799999999999,3.5,0.73,9.8,5
8.9,0.24,0.37,1.5,0.063,10.0,28.0,0.9961399999999999,3.1,0.59,9.7,5
13.0,0.615,0.61,2.2,0.073,6.0,14.0,0.9996,3.04,0.76,9.8,5
7.8,0.51,0.0,1.7,0.07400000000000001,17.0,30.0,0.9949,3.09,0.57,9.3,5
7.2,0.61,0.02,1.9,0.08199999999999999,18.0,92.0,0.99745,3.57,0.58,9.5,6
7.2,0.655,0.16,2.1,0.07400000000000001,5.0,26.0,0.9961,3.27,0.77,10.4,7
6.2,0.49,0.12,2.1,0.064,28.0,44.0,0.99334,3.4,0.54,12.1,6
6.4,0.39,0.23,2.4,0.071,14.0,20.0,0.99524,3.51,0.58,11.1,6
7.8,0.53,0.45,5.9,0.071,5.0,17.0,0.99635,3.32,0.69,11.3,7
7.9,0.51,0.21,1.9,0.076,9.0,39.0,0.99418,3.19,0.56,9.8,6
10.8,0.25,0.41,2.0,0.05,5.0,25.0,0.9955799999999999,3.2,0.76,10.9,7
10.0,0.26,0.42,2.5,0.08199999999999999,10.0,21.0,0.9965,3.16,0.57,12.5,7
